Item Name,Price,Seller,League,Corrupted,Item Level,Explicit Mods,Enchant Mods,Whisper Message
Against the Darkness Time-Lost Diamond,1 divine,sonhanking#0765,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Freeze|Freeze] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@soulsprit 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 어둠에의 저항 오래된 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~price 1 divine  "", 위치: 왼쪽 12, 상단 7)"
Against the Darkness Time-Lost Diamond,1 divine,gazelinn#7079,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Shock|Shock] duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance],,"@Rannoi 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 11, 上 12)"
Against the Darkness Time-Lost Diamond,1 divine,Joey77277#0347,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Freeze|Freeze] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Chaos Resistance],,"@JJZZYY 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""1""; 位置: 左 9, 上 8)"
Against the Darkness Time-Lost Diamond,1 divine,fhuohuo#4413,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Shock|Shock] duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance],,"@Fhuohuo 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""交易1""; 位置: 左 12, 上 5)"
Against the Darkness Time-Lost Diamond,1 divine,dare111#6967,Standard,True,82,Notable Passive Skills in Radius also grant [Gain] 3% of Damage as Extra [Fire] Damage; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Chaos Resistance],,"@BeatitStackza Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 12, top 5)"
Against the Darkness Time-Lost Diamond,1 divine,artbb104#4065,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +3% to [Resistances|Lightning Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Shock|Shock] duration on you,,"@นักกล้าม สวัสดี เราต้องการซื้อ Against the Darkness Time-Lost Diamond ที่คุณตั้งขายไว้ในราคา 1 divine ในลีก Standard (แท็บ ""~b/o 1 divine"" ตำแหน่ง: ซ้าย 24, บน 10)"
Against the Darkness Time-Lost Diamond,1 divine,rheodn123#7648,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +3% to [Resistances|Cold Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Ignite|Ignite] Duration on you,,"@귀엄님아야 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 어둠에의 저항 오래된 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""8"", 위치: 왼쪽 5, 상단 12)"
Against the Darkness Time-Lost Diamond,1 divine,Bahadırs#6168,Standard,True,82,Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance]; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@BAHADIRS Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 24, top 7)"
Against the Darkness Time-Lost Diamond,1 divine,Clyroo#5267,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Ignite|Ignite] Duration on you; Notable Passive Skills in Radius also grant 2% increased [Intelligence],,"@ThunderClyro Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 1, top 3)"
Against the Darkness Time-Lost Diamond,1 divine,nixx1mpure#4518,Standard,False,82,Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Chaos Resistance]; Notable Passive Skills in Radius also grant [Gain] 2% of Damage as Extra [Chaos] Damage,,"@มินเงี่ยน Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""!!!!!----JEWEL OFFER----!!!!!""; position: left 5, top 12)"
Against the Darkness Time-Lost Diamond,1 divine,หวัง4ฟรี#7897,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Lightning Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Shock|Shock] duration on you,,"@ลักปี้ สวัสดี เราต้องการซื้อ Against the Darkness Time-Lost Diamond ที่คุณตั้งขายไว้ในราคา 1 divine ในลีก Standard (แท็บ ""รวย2"" ตำแหน่ง: ซ้าย 1, บน 2)"
Against the Darkness Time-Lost Diamond,1 divine,richardchau23#3156,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Freeze|Freeze] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Chaos Resistance],,"@Kenzuma Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""Trade""; position: left 7, top 8)"
Against the Darkness Time-Lost Diamond,1 divine,Patelniak#4018,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Freeze|Freeze] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance],,"@StringFingerer Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 12, top 1)"
Against the Darkness Time-Lost Diamond,1 divine,หวัง4ฟรี#7897,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Ignite|Ignite] Duration on you; [SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Freeze|Freeze] Duration on you,,"@ลักปี้ สวัสดี เราต้องการซื้อ Against the Darkness Time-Lost Diamond ที่คุณตั้งขายไว้ในราคา 1 divine ในลีก Standard (แท็บ ""รวย2"" ตำแหน่ง: ซ้าย 1, บน 10)"
Against the Darkness Time-Lost Diamond,1 divine,zylarbow#1891,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Ignite|Ignite] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance],,"@ซี้ซั่วต่า สวัสดี เราต้องการซื้อ Against the Darkness Time-Lost Diamond ที่คุณตั้งขายไว้ในราคา 1 divine ในลีก Standard (แท็บ ""sale"" ตำแหน่ง: ซ้าย 10, บน 8)"
Against the Darkness Time-Lost Diamond,1 divine,pauliubs#5414,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Shock|Shock] duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@Culli Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 17, top 22)"
Against the Darkness Time-Lost Diamond,1 divine,txh2226121517#9036,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +3% to [Resistances|Cold Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Ignite|Ignite] Duration on you,,"@ALaaa 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 5, 上 1)"
Against the Darkness Time-Lost Diamond,1 divine,9sang9#3812,Standard,True,81,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Lightning Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Ignite|Ignite] Duration on you,,"@상구구구 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 어둠에의 저항 오래된 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~price 1 divine"", 위치: 왼쪽 18, 상단 24)"
Against the Darkness Time-Lost Diamond,1 divine,R3W1N0#1115,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Cold Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Shock|Shock] duration on you,,"@rewind Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""Sales Tab 2""; position: left 4, top 12)"
Against the Darkness Time-Lost Diamond,1 divine,cjm1385#0454,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Chaos Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Ignite|Ignite] Duration on you,,"@胖毛毛球 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 1, 上 10)"
Against the Darkness Time-Lost Diamond,1 divine,Sea#6916,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Lightning Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Freeze|Freeze] Duration on you,,"@SeaaeS 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""潘""; 位置: 左 1, 上 12)"
Against the Darkness Time-Lost Diamond,1 divine,Shamsta#2288,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Freeze|Freeze] Duration on you; [SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Shock|Shock] duration on you,[CorruptedBlood|Corrupted Blood] cannot be inflicted on you,"@Shamsta Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 12, top 1)"
Against the Darkness Time-Lost Diamond,1 divine,성격이우디르#0918,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Shock|Shock] duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@pqwerqp 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 어둠에의 저항 오래된 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~price 1 divine"", 위치: 왼쪽 5, 상단 7)"
Against the Darkness Time-Lost Diamond,1 divine,L3xa#7928,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Freeze|Freeze] Duration on you; [SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Shock|Shock] duration on you,,"@Lexalebrave Bonjour, je souhaiterais t'acheter Contre les Ténèbres Diamant perdu dans le temps pour 1 divine dans la ligue Standard (onglet de réserve ""vente"" ; 1e en partant de la gauche, 16e en partant du haut)"
Against the Darkness Time-Lost Diamond,1 divine,766359310#5582,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Fire Resistance]; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance],,"@iYuo 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""D""; 位置: 左 12, 上 5)"
Against the Darkness Time-Lost Diamond,1 divine,nixx1mpure#4518,Standard,False,82,[SmallPassive|Small Passive] Skills in Radius also grant 1% increased maximum Life; Notable Passive Skills in Radius also grant 3% increased [Intelligence],,"@มินเงี่ยน Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""!!!!!----JEWEL OFFER----!!!!!""; position: left 2, top 12)"
Against the Darkness Time-Lost Diamond,1 divine,Dakarien#2335,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Fire Resistance]; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],+7 to [Strength|Strength],"@POSSIBLYAMONK Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 10, top 11)"
Against the Darkness Time-Lost Diamond,1 divine,leexx#3411,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Fire Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Shock|Shock] duration on you,+7% to [Resistances|Cold Resistance],"@MORCORR 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""M5""; 位置: 左 5, 上 11)"
Against the Darkness Time-Lost Diamond,1 divine,iznog0ud#5525,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Freeze|Freeze] Duration on you; [SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Shock|Shock] duration on you,+6 to [Strength|Strength],"@jbwsorc Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""tier 15""; position: left 10, top 10)"
Against the Darkness Time-Lost Diamond,1 divine,DDumm#9534,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +3% to [Resistances|Lightning Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Freeze|Freeze] Duration on you,,"@DDoumm 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 어둠에의 저항 오래된 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""6"", 위치: 왼쪽 7, 상단 5)"
Against the Darkness Time-Lost Diamond,1 divine,aaa693292522#5678,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Fire Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Freeze|Freeze] Duration on you,,"@傲天灭世龙少 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""5""; 位置: 左 10, 上 11)"
Against the Darkness Time-Lost Diamond,1 divine,五总无了#3688,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Lightning Resistance]; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@五总无了 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""卖珠宝""; 位置: 左 10, 上 3)"
Against the Darkness Time-Lost Diamond,1 divine,TRICO#1950,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Ignite|Ignite] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance],+7 to [Dexterity|Dexterity],"@RTIAO 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""交易1""; 位置: 左 3, 上 4)"
Against the Darkness Time-Lost Diamond,1 divine,nixx1mpure#4518,Standard,False,82,[SmallPassive|Small Passive] Skills in Radius also grant 1% increased maximum Mana; Notable Passive Skills in Radius also grant [Gain] 3% of Damage as Extra [Fire] Damage,,"@มินเงี่ยน Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""!!!!!----JEWEL OFFER----!!!!!""; position: left 4, top 12)"
Against the Darkness Time-Lost Diamond,1 divine,F0rm_Worker#7178,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Freeze|Freeze] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@FormWorker こんにちは、Standard リーグで 1 divine で売っている、あなたの 闇との対立 古の金剛石 を購入したいです (スタッシュタブ ""15""; 位置: 左から 10, 上から 11)"
Against the Darkness Time-Lost Diamond,1 divine,7RB#5274,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Freeze|Freeze] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Chaos Resistance],,"@sultans Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""~price 1 exalted""; position: left 20, top 18)"
Against the Darkness Time-Lost Diamond,1 divine,954190020#1773,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Cold Resistance]; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@闪击东吴 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""珠宝首饰""; 位置: 左 1, 上 10)"
Against the Darkness Time-Lost Diamond,1 divine,poelajsu#4896,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Ignite|Ignite] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@Lajsu Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 12, top 8)"
Against the Darkness Time-Lost Diamond,1 divine,Kredje#5859,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Ignite|Ignite] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance],,"@Kredsel Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""14""; position: left 19, top 21)"
Against the Darkness Time-Lost Diamond,1 divine,xuzewei2356#8725,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +4% to [Resistances|Lightning Resistance]; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance],,"@SuperMMMMMM 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""7""; 位置: 左 6, 上 10)"
Against the Darkness Time-Lost Diamond,1 divine,대장#2466,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Shock|Shock] duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@GODFUNK 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 어둠에의 저항 오래된 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""거래"", 위치: 왼쪽 11, 상단 9)"
Against the Darkness Time-Lost Diamond,1 divine,방림림#3492,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Freeze|Freeze] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@방림비바레인저 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 어둠에의 저항 오래된 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~price 1 divine"", 위치: 왼쪽 21, 상단 6)"
Against the Darkness Time-Lost Diamond,1 divine,叫我小周就好了#8283,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Ignite|Ignite] Duration on you; [SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Freeze|Freeze] Duration on you,,"@佳木斯饼夹串 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 12, 上 7)"
Against the Darkness Time-Lost Diamond,1 divine,ziiinorth#3387,Standard,True,81,[SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Ignite|Ignite] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance],,"@RNO_RS 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 5, 上 9)"
Against the Darkness Time-Lost Diamond,1 divine,tomfine#8838,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 4% reduced [Ignite|Ignite] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@Addicti 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""大仓库""; 位置: 左 22, 上 17)"
Against the Darkness Time-Lost Diamond,1 divine,Whataplaya#0542,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +3% to [Resistances|Lightning Resistance]; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Chaos Resistance],,"@VladTzepesh Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""Shop3""; position: left 18, top 16)"
Against the Darkness Time-Lost Diamond,1 divine,jianjun0730#2388,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Cold Resistance]; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@cat_hater Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""6""; position: left 1, top 9)"
Against the Darkness Time-Lost Diamond,1 divine,skybear#8176,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Freeze|Freeze] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Chaos Resistance],+6% to [Resistances|Lightning Resistance],"@蓝猫快乐球 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""卖东西""; 位置: 左 2, 上 4)"
Against the Darkness Time-Lost Diamond,1 divine,kaisengg#5604,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Shock|Shock] duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance],,"@KAISENGGG 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""拍卖大仓""; 位置: 左 24, 上 17)"
Against the Darkness Time-Lost Diamond,1 divine,Ryunen#4611,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Cold Resistance]; [SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Shock|Shock] duration on you,,"@ryunen_ こんにちは、Standard リーグで 1 divine で売っている、あなたの 闇との対立 古の金剛石 を購入したいです (スタッシュタブ ""~price 1 divine""; 位置: 左から 1, 上から 8)"
Against the Darkness Time-Lost Diamond,1 divine,Dakarien#2335,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Freeze|Freeze] Duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Lightning Resistance],,"@POSSIBLYAMONK Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 10, top 4)"
Against the Darkness Time-Lost Diamond,1 divine,abyssroot#0185,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 6% reduced [Shock|Shock] duration on you; Notable Passive Skills in Radius also grant +1% to [MaximumResistances|Maximum Cold Resistance],,"@WiraqochaRasca こんにちは、Standard リーグで 1 divine で売っている、あなたの 闇との対立 古の金剛石 を購入したいです (スタッシュタブ ""ask""; 位置: 左から 11, 上から 12)"
Against the Darkness Time-Lost Diamond,1 divine,镜语者#5140,Standard,True,82,[SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Freeze|Freeze] Duration on you; [SmallPassive|Small Passive] Skills in Radius also grant 5% reduced [Shock|Shock] duration on you,,"@KCrme 你好，我想購買 力抗黑暗 時迭鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 40 exalted""; 位置: 左 2, 上 1)"
Against the Darkness Time-Lost Diamond,1 divine,nixx1mpure#4518,Standard,False,82,[SmallPassive|Small Passive] Skills in Radius also grant +2% to [Resistances|Cold Resistance]; Notable Passive Skills in Radius also grant 2% increased [Dexterity],,"@มินเงี่ยน Hi, I would like to buy your Against the Darkness Time-Lost Diamond listed for 1 divine in Standard (stash tab ""!!!!!----JEWEL OFFER----!!!!!""; position: left 3, top 12)"
