Item Name,Price,Seller,League,Corrupted,Item Level,Explicit Mods,Enchant Mods,Whisper Message
Prism of Belief Diamond,1 divine,Sansui1#0308,Standard,True,84,+1 to Level of all Lightning Warp Skills,,"@年三岁古灵 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""大仓""; 位置: 左 8, 上 12)"
Prism of Belief Diamond,1 divine,Henry_1983#5032,Standard,True,84,+2 to Level of all Electrocuting Arrow Skills,,"@Lvfeng 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""sell 4""; 位置: 左 2, 上 1)"
Prism of Belief Diamond,1 divine,chuxuan#9500,Standard,True,84,+1 to Level of all Cast on Dodge Skills,,"@chuxuan 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""傳奇""; 位置: 左 1, 上 11)"
Prism of Belief Diamond,1 divine,godsion#3886,Standard,True,84,+1 to Level of all Mana Remnants Skills,,"@MAREDO 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 믿음의 분광기 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""거래소"", 위치: 왼쪽 8, 상단 4)"
Prism of Belief Diamond,1 divine,1102554332#2566,Standard,True,84,+2 to Level of all Sunder Skills,,"@mufffin 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""出售""; 位置: 左 8, 上 11)"
Prism of Belief Diamond,1 divine,SUAIGE#8173,Standard,True,84,+1 to Level of all Herald of Plague Skills,,"@AAAZZZZZlll 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""交易""; 位置: 左 24, 上 16)"
Prism of Belief Diamond,1 divine,Henry_1983#5032,Standard,True,84,+2 to Level of all Tornado Shot Skills,,"@Lvfeng 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""sell""; 位置: 左 20, 上 20)"
Prism of Belief Diamond,1 divine,holylunar#1377,Standard,True,84,+2 to Level of all Eye of Winter Skills,,"@bachdocxuyentam Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""$$$$$""; position: left 12, top 2)"
Prism of Belief Diamond,1 divine,yasu#0402,Standard,True,84,+3 to Level of all Freezing Mark Skills,,"@พ่อค้าคนจน Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""S1""; position: left 1, top 10)"
Prism of Belief Diamond,1 divine,十八叔#4835,Standard,True,84,+2 to Level of all Soul Offering Skills,,"@十八叔 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""小貨""; 位置: 左 11, 上 11)"
Prism of Belief Diamond,1 divine,qq940972475#7725,Standard,True,84,+1 to Level of all Mana Remnants Skills,,"@muxiaoxi 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 22, 上 20)"
Prism of Belief Diamond,1 divine,빠이ㅏ#6872,Standard,True,84,+3 to Level of all Reaper's Invocation Skills,,"@킹규봉 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 믿음의 분광기 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""거래 "", 위치: 왼쪽 10, 상단 6)"
Prism of Belief Diamond,1 divine,a553558888#7716,Standard,True,84,+1 to Level of all Killing Palm Skills,,"@ljdragon 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 7, 上 5)"
Prism of Belief Diamond,1 divine,情爱男主播#6536,Standard,True,84,+2 to Level of all Essence Drain Skills,,"@纯欲天花板 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""珠宝""; 位置: 左 2, 上 12)"
Prism of Belief Diamond,1 divine,luanma001#4270,Standard,True,84,+1 to Level of all Ice Shot Skills,,"@luanma 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 20 exalted""; 位置: 左 7, 上 3)"
Prism of Belief Diamond,1 divine,Lliang#3507,Standard,True,84,+2 to Level of all Hypothermia Skills,,"@happyGOD 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 24, 上 24)"
Prism of Belief Diamond,1 divine,pannicattack#5990,Standard,True,84,+1 to Level of all Plague Bearer Skills,,"@undereiragodx Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""~b/o 1 divine""; position: left 5, top 16)"
Prism of Belief Diamond,1 divine,OrukaZz#9767,Standard,True,84,+3 to Level of all Ghost Dance Skills,,"@佣兵重生之法爷电穿异界 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 24, 上 22)"
Prism of Belief Diamond,1 divine,m2nss#4850,Standard,True,84,+1 to Level of all Shockchain Arrow Skills,,"@다시키우지롱 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 믿음의 분광기 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""거래3"", 위치: 왼쪽 21, 상단 10)"
Prism of Belief Diamond,1 divine,jhzscyyzyq#3315,Standard,True,84,+2 to Level of all Cast on Dodge Skills,,"@bowgod 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""钻石""; 位置: 左 6, 上 4)"
Prism of Belief Diamond,1 divine,豆ノ介#7634,Standard,True,84,+3 to Level of all Dread Banner Skills,,"@mamenosuke_EAM こんにちは、Standard リーグで 1 divine で売っている、あなたの 信仰のプリズム 金剛石 を購入したいです (スタッシュタブ ""~price 1 divine""; 位置: 左から 24, 上から 7)"
Prism of Belief Diamond,1 divine,colegen2#2637,Standard,True,84,+1 to Level of all Overwhelming Presence Skills,,"@shamomaodu 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 4, 上 3)"
Prism of Belief Diamond,1 divine,Succubus#5428,Standard,True,84,+1 to Level of all Infernal Cry Skills,,"@oXxMongoxXo Hi, ich möchte 'Prisma des Glaubens Diamant' zum angebotenen Preis von 1 divine in der Standard-Liga kaufen (Truhenfach ""~b/o""; Position: 5 von links, 1 von oben)"
Prism of Belief Diamond,1 divine,Pülümer#1094,Standard,True,84,+1 to Level of all Ice Strike Skills,,"@Pulumerr Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""BİG SALE""; position: left 22, top 24)"
Prism of Belief Diamond,1 divine,a547878528#1321,Standard,True,84,+1 to Level of all Barrage Skills,,"@七神花露水 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""超級鑽石3""; 位置: 左 15, 上 3)"
Prism of Belief Diamond,1 divine,eakzapzaz#6669,Standard,True,84,+3 to Level of all Overwhelming Presence Skills,,"@suigin 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 11, 上 5)"
Prism of Belief Diamond,1 divine,Lanzelord44#3592,Standard,True,84,+1 to Level of all Archmage Skills,,"@Brainrots Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""Shop""; position: left 9, top 12)"
Prism of Belief Diamond,1 divine,nayaqss#1693,Standard,True,84,+1 to Level of all Vaulting Impact Skills,,"@清神水 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 1, 上 5)"
Prism of Belief Diamond,1 divine,skdo#8180,Standard,True,84,+2 to Level of all Pain Offering Skills,,"@jklwudi 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 10, 上 7)"
Prism of Belief Diamond,1 divine,931628595#0703,Standard,True,84,+3 to Level of all Detonating Arrow Skills,,"@无法哥哥 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""10""; 位置: 左 12, 上 12)"
Prism of Belief Diamond,1 divine,Yonikaro25#2258,Standard,True,84,+1 to Level of all Lightning Conduit Skills,,"@AbobaHunter Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 5, top 16)"
Prism of Belief Diamond,1 divine,evilgodyo#9893,Standard,True,84,+2 to Level of all Wave of Frost Skills,,"@Evilyoyo 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 3, 上 12)"
Prism of Belief Diamond,1 divine,eakzapzaz#6669,Standard,True,84,+1 to Level of all Bone Cage Skills,,"@suigin 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 7, 上 11)"
Prism of Belief Diamond,1 divine,AAA996#7240,Standard,True,84,+1 to Level of all Frost Wall Skills,,"@Realcers 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine 珠宝""; 位置: 左 2, 上 11)"
Prism of Belief Diamond,1 divine,rebellionik#1064,Standard,True,84,+3 to Level of all Incendiary Shot Skills,,"@rebellionik Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""trade""; position: left 21, top 3)"
Prism of Belief Diamond,1 divine,a18631626#6475,Standard,True,84,+1 to Level of all Frost Bomb Skills,,"@醉凡尘 Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""仓库""; position: left 10, top 24)"
Prism of Belief Diamond,1 divine,오빠나는입싸#3393,Standard,True,84,+3 to Level of all Soul Offering Skills,,"@비비보스 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 믿음의 분광기 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""두번째 쿼드 "", 위치: 왼쪽 16, 상단 1)"
Prism of Belief Diamond,1 divine,kuishuflower#1465,Standard,True,84,+1 to Level of all Detonate Dead Skills,,"@TREEGURAD 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 11, 上 1)"
Prism of Belief Diamond,1 divine,ren4213#0207,Standard,True,84,+3 to Level of all Shield Charge Skills,,"@黄金豚鼠 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""仲裁系列""; 位置: 左 11, 上 1)"
Prism of Belief Diamond,1 divine,19816482718#1448,Standard,True,84,+2 to Level of all Hypothermia Skills,,"@LCCG 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 12, 上 4)"
Prism of Belief Diamond,1 divine,a549972154#5952,Standard,True,84,+2 to Level of all Escape Shot Skills,,"@Victerj 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 23, 上 23)"
Prism of Belief Diamond,1 divine,GuArD#4500,Standard,True,84,+1 to Level of all Hypothermia Skills,,"@魔法少女翠花 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""交易""; 位置: 左 12, 上 5)"
Prism of Belief Diamond,1 divine,Henry_1983#5032,Standard,True,84,+2 to Level of all High Velocity Rounds Skills,,"@Lvfeng 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""sell 2""; 位置: 左 18, 上 11)"
Prism of Belief Diamond,1 divine,Henry_1983#5032,Standard,True,84,+2 to Level of all Conductivity Skills,,"@Lvfeng 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""sell""; 位置: 左 19, 上 13)"
Prism of Belief Diamond,1 divine,a553558888#7716,Standard,True,84,+1 to Level of all Despair Skills,,"@ljdragon 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 2, 上 4)"
Prism of Belief Diamond,1 divine,aa65268938#3931,Standard,True,84,+2 to Level of all Voltaic Grenade Skills,,"@niishui 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""3""; 位置: 左 5, 上 2)"
Prism of Belief Diamond,1 divine,nayaqss#1693,Standard,True,84,+3 to Level of all Withering Presence Skills,,"@清神水 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 1, 上 8)"
Prism of Belief Diamond,1 divine,794111866#9322,Standard,True,84,+3 to Level of all Wave of Frost Skills,,"@romanticman 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 7, 上 1)"
Prism of Belief Diamond,1 divine,poxx1126#3048,Standard,True,84,+1 to Level of all Shattering Palm Skills,,"@jakak 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 6, 上 1)"
Prism of Belief Diamond,1 divine,越桔#1726,Standard,True,84,+2 to Level of all Freezing Salvo Skills,,"@qwert__rty 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 8, 上 8)"
Prism of Belief Diamond,1 divine,baicaigege#0819,Standard,True,84,+3 to Level of all Wave of Frost Skills,,"@baicaiking 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""拍卖技能钻石""; 位置: 左 7, 上 2)"
Prism of Belief Diamond,1 divine,st20000815#5581,Standard,True,84,+1 to Level of all Flame Wall Skills,,"@voprice 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""17""; 位置: 左 23, 上 22)"
Prism of Belief Diamond,1 divine,a12121321s#4990,Standard,True,84,+1 to Level of all Cast on Ignite Skills,,"@fafafaaa 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""jewelry2""; 位置: 左 4, 上 9)"
Prism of Belief Diamond,1 divine,184693988wr#2218,Standard,True,84,+2 to Level of all Mantra of Destruction Skills,,"@SLBBC Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""2""; position: left 12, top 2)"
Prism of Belief Diamond,1 divine,BragJungle5842#8659,Standard,True,84,+1 to Level of all Alchemist's Boon Skills,,"@dashuaibib 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 7, 上 15)"
Prism of Belief Diamond,1 divine,yhm99711#8694,Standard,True,84,+2 to Level of all Storm Wave Skills,,"@gaoci 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 2, 上 12)"
Prism of Belief Diamond,1 divine,st20000815#5581,Standard,True,84,+3 to Level of all Vine Arrow Skills,,
Prism of Belief Diamond,1 divine,icecutlol#2223,Standard,True,84,+1 to Level of all Lightning Rod Skills,,"@icecut 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 12, 上 10)"
Prism of Belief Diamond,1 divine,路明非#1990,Standard,True,84,+3 to Level of all Stormcaller Arrow Skills,,"@抖音西泽尔 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""衣服""; 位置: 左 1, 上 1)"
Prism of Belief Diamond,1 divine,KKggbond#1783,Standard,True,84,+2 to Level of all Spiral Volley Skills,,"@KKgoggbond 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""腰带钻石商店""; 位置: 左 4, 上 9)"
Prism of Belief Diamond,1 divine,whybupro0123#6512,Standard,True,84,+1 to Level of all Ball Lightning Skills,,"@neccoco Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""~b/o 1 divine""; position: left 20, top 23)"
Prism of Belief Diamond,1 divine,18322309322#9862,Standard,True,84,+1 to Level of all Sunder Skills,,"@永昌股东 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 3, 上 12)"
Prism of Belief Diamond,1 divine,minizy0#1767,Standard,True,84,+2 to Level of all Shield Wall Skills,,"@gggla 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""SSS""; 位置: 左 12, 上 5)"
Prism of Belief Diamond,1 divine,angelting#3817,Standard,True,84,+2 to Level of all Elemental Invocation Skills,,"@博雅汉库克 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""交易""; 位置: 左 5, 上 12)"
Prism of Belief Diamond,1 divine,Sansui1#0308,Standard,True,84,+2 to Level of all Earthshatter Skills,,"@年三岁古灵 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""大仓""; 位置: 左 7, 上 11)"
Prism of Belief Diamond,1 divine,Hml11321#0503,Standard,True,84,+1 to Level of all Charge Infusion Skills,,"@kraol 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""大货""; 位置: 左 5, 上 11)"
Prism of Belief Diamond,1 divine,Velonicia#3546,Standard,True,84,+2 to Level of all Herald of Plague Skills,,"@Velonicia Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 22, top 4)"
Prism of Belief Diamond,1 divine,호성성님#8304,Standard,True,84,+1 to Level of all Stormcaller Arrow Skills,,"@원거리딜러 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 믿음의 분광기 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~price 1 divine"", 위치: 왼쪽 3, 상단 12)"
Prism of Belief Diamond,1 divine,794111866#9322,Standard,True,84,+2 to Level of all Bone Cage Skills,,"@romanticman 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 10, 上 1)"
Prism of Belief Diamond,1 divine,Henry_1983#5032,Standard,True,84,+1 to Level of all Elemental Conflux Skills,,"@Lvfeng 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""sell 2""; 位置: 左 16, 上 13)"
Prism of Belief Diamond,1 divine,Angryspark#7984,Standard,True,84,+1 to Level of all Gas Arrow Skills,,"@Curse Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 9, top 11)"
Prism of Belief Diamond,1 divine,Guardian#5585,Standard,True,84,+2 to Level of all Galvanic Shards Skills,,"@Aselriël Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""T""; position: left 10, top 15)"
Prism of Belief Diamond,1 divine,Blackttk#1556,Standard,True,84,+1 to Level of all Emergency Reload Skills,,"@BlackArch Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""~b/o 1 divine""; position: left 3, top 5)"
Prism of Belief Diamond,1 divine,971651299#7631,Standard,True,84,+1 to Level of all Bone Cage Skills,,"@faoloumi 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 6, 上 9)"
Prism of Belief Diamond,1 divine,BragJungle5842#8659,Standard,True,84,+1 to Level of all Flame Wall Skills,,"@dashuaibib 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 7, 上 11)"
Prism of Belief Diamond,1 divine,duocphuoc888#7004,Standard,True,84,+1 to Level of all Dread Banner Skills,,"@TNJT_EightBoss Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""Sell""; position: left 11, top 5)"
Prism of Belief Diamond,1 divine,biubiubiu#7362,Standard,True,84,+3 to Level of all Siphoning Strike Skills,,"@qingxucc 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 20, 上 24)"
Prism of Belief Diamond,1 divine,ZaDengiDa#4792,Standard,True,84,+1 to Level of all Sunder Skills,,"@WoopsHereWeGoAgain Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 2, top 24)"
Prism of Belief Diamond,1 divine,jeongmh#7775,Standard,True,84,+2 to Level of all Earthquake Skills,,"@천사장 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 믿음의 분광기 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~price 1 divine 8"", 위치: 왼쪽 20, 상단 23)"
Prism of Belief Diamond,1 divine,Traxx1337#6725,Standard,True,84,+1 to Level of all Withering Presence Skills,,"@Muki Hi, I would like to buy your Prism of Belief Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 5, top 3)"
Prism of Belief Diamond,1 divine,RusticCorn43912#0180,Standard,True,84,+1 to Level of all Grim Feast Skills,,"@NaughtySoldier 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 11, 上 1)"
Prism of Belief Diamond,1 divine,꿀수호#9878,Standard,True,84,+3 to Level of all Defiance Banner Skills,,"@_도박쟁이수호 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 믿음의 분광기 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~b/o 1 divine"", 위치: 왼쪽 12, 상단 1)"
Prism of Belief Diamond,1 divine,st20000815#5581,Standard,True,84,+3 to Level of all Incendiary Shot Skills,,
Prism of Belief Diamond,1 divine,icecutlol#2223,Standard,True,84,+3 to Level of all Oil Grenade Skills,,"@icecut 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 12, 上 7)"
Prism of Belief Diamond,1 divine,Henry_1983#5032,Standard,True,84,+1 to Level of all Incinerate Skills,,"@Lvfeng 你好，我想購買 信仰棱鏡 鑽石 標價 1 divine 在 Standard (倉庫頁 ""sell""; 位置: 左 20, 上 21)"
