Item Name,Price,Seller,League,Corrupted,Item Level,Explicit Mods,Enchant Mods,Whisper Message
Megalomaniac Diamond,1 divine,조커#1175,Standard,True,82,,Allocates [jagged_ground26|Spike Pit]; Allocates [reduced_attack_cost4|Price of Freedom],"@x_x_Kk 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 과대망상 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~price 1 divine"", 위치: 왼쪽 2, 상단 12)"
Megalomaniac Diamond,1 divine,love 19981#0736,Standard,True,82,,Allocates [stun15|Cranial Impact]; Allocates [attack_speed38|Blinding Flash],"@clearlovessr 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 12, 上 9)"
Megalomaniac Diamond,1 divine,夫夫#0436,Standard,True,82,,Allocates [stun18|Flip the Script]; Allocates [two_handed15|Curved Weapon],"@BlackbearF 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 2, 上 8)"
Megalomaniac Diamond,1 divine,zsdxcv#1385,Standard,True,82,,Allocates [freeze_and_chill_mitigation10|Slippery Ice]; Allocates [cold31|Sigil of Ice],"@shandiandafa 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""11""; 位置: 左 12, 上 3)"
Megalomaniac Diamond,1 divine,暴龙战士#4388,Standard,True,82,,Allocates [armour_and_evasion13|Backup Plan]; Allocates [melee36_|Unerring Impact],"@真的宠你 Hi, I would like to buy your Megalomaniac Diamond listed for 1 divine in Standard (stash tab ""饰品""; position: left 12, top 9)"
Megalomaniac Diamond,1 divine,yrcj#5855,Standard,True,82,,Allocates [minion_offence13|Deadly Swarm]; Allocates [knockback20_|Clear Space],"@诡秘魅影 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 2, 上 1)"
Megalomaniac Diamond,1 divine,Korianes#3593,Standard,True,82,,Allocates [ranged35|Split Shot]; Allocates [enemies_on_low_life9_|Finishing Blows],"@卯ノ花烈 Hi, I would like to buy your Megalomaniac Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 9, top 6)"
Megalomaniac Diamond,1 divine,why182000#0194,Standard,True,82,,Allocates [crossbow10|Repeating Explosives]; Allocates [daze_1|Seeing Stars],"@MesaJJ 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""5""; 位置: 左 2, 上 4)"
 Diamond,1 divine,メガンテ#5126,Standard,True,82,,Allocates [trap13|Clever Construction]; Allocates [minion_offence15|Fear of Death],"@mgntpk こんにちは、Standard リーグで 1 divine で売っている、あなたの メガロマニアック 金剛石 を購入したいです (スタッシュタブ ""メガロ""; 位置: 左から 2, 上から 2)"
Megalomaniac Diamond,1 divine,a1173889908#2865,Standard,True,82,,Allocates [melee34|Viciousness]; Allocates [dual_wielding4|Cross Strike],"@雷电女法师 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""4""; 位置: 左 6, 上 5)"
Megalomaniac Diamond,1 divine,xxl519327154#4202,Standard,True,82,,Allocates [mana_flasks13|Warding Potions]; Allocates [pin10|Pin and Run],"@Xiababa 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""崇高小賣部""; 位置: 左 7, 上 7)"
Megalomaniac Diamond,1 divine,WarriordeAurora#8606,Standard,True,82,,Allocates [shield25|Vigilance]; Allocates [marks1|Hold Focus],"@StatOP Hi, I would like to buy your Megalomaniac Diamond listed for 1 divine in Standard (stash tab ""Customized Price""; position: left 10, top 8)"
Megalomaniac Diamond,1 divine,hxl199521#4105,Standard,True,82,,Allocates [mana_flasks13|Warding Potions]; Allocates [stun_threshold9|Resolution],"@leihoudd 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 40 exalted""; 位置: 左 1, 上 11)"
 Diamond,1 divine,jugen#7036,Standard,True,82,,Allocates [area_attacks29|Impact Force]; Allocates [attack_speed55|Blood Rush],"@擎天柱般巨根 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""交易""; 位置: 左 5, 上 6)"
Megalomaniac Diamond,1 divine,Not_Dobi#4803,Standard,True,82,,Allocates [links11_|Spirit Bonds]; Allocates [evasion7_|Careful Consideration],"@행복형 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 과대망상 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~price 1 divine"", 위치: 왼쪽 4, 상단 1)"
Megalomaniac Diamond,1 divine,MDD1#7899,Standard,True,82,,Allocates [bow13|Feathered Fletching]; Allocates [minion_offence40|Growing Swarm],"@MDDZ 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""交易2""; 位置: 左 4, 上 1)"
 Diamond,1 divine,lunhunzhe#6911,Standard,True,82,,Allocates [armour35|Sturdy Metal]; Allocates [evasion_and_energy_shield13|Shadow Dancing],"@HANSUU 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""大仓""; 位置: 左 23, 上 21)"
Megalomaniac Diamond,1 divine,lijingrunfly#3203,Standard,True,82,,Allocates [mana_regeneration18|Full Recovery]; Allocates [endurance_charges9|Grit],"@Bazebur 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 20 exalted""; 位置: 左 9, 上 4)"
Megalomaniac Diamond,1 divine,Eternityst#7815,Standard,True,82,,Allocates [rage5|Ignore Pain]; Allocates [fire34|Echoing Flames],"@一月的准准 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 2, 上 24)"
Megalomaniac Diamond,1 divine,wcj237435#0904,Standard,True,82,,Allocates [totems28|Ancestral Alacrity]; Allocates [minion_defence9|Gravedigger],"@重生第三世之来到新世界_咦_我怎么是反派 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""9""; 位置: 左 1, 上 11)"
Megalomaniac Diamond,1 divine,gulongyu#4170,Standard,True,82,,Allocates [grenades10|Grenadier]; Allocates [shield25|Vigilance],"@我的罚 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 exalted""; 位置: 左 12, 上 5)"
 Diamond,1 divine,yangxin991#7917,Standard,True,82,,Allocates [ignite5|Immolation]; Allocates [area_attacks27|Impact Area]; Allocates [life_flasks3|Refills],"@moumouy 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price  exalted""; 位置: 左 7, 上 12)"
Megalomaniac Diamond,1 divine,blood#1659,Standard,True,82,,Allocates [poison28|Lasting Toxins]; Allocates [two_handed12|Heavy Contact],"@dalalala 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 5 exalted""; 位置: 左 10, 上 3)"
Megalomaniac Diamond,1 divine,64277789#0774,Standard,True,82,,Allocates [crossbow8_|Power Shots]; Allocates [flasks14|Lasting Concoctions],"@zhuroujj 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""D""; 位置: 左 21, 上 17)"
Megalomaniac Diamond,1 divine,thefearedservice1#0608,Standard,True,82,,Allocates [endurance_charges8|Guts]; Allocates [pin10|Pin and Run],"@MamytRahal Hi, I would like to buy your Megalomaniac Diamond listed for 1 divine in Standard (stash tab ""~b/o 1 divine""; position: left 10, top 2)"
Megalomaniac Diamond,1 divine,qqq975804231#3808,Standard,True,82,,Allocates [ailments17|Deterioration]; Allocates [life_recoup14|Taut Flesh],"@重生之我要爬塔 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""10""; 位置: 左 24, 上 19)"
Megalomaniac Diamond,1 divine,amyke#5052,Standard,True,82,,Allocates [focus10|Dreamcatcher]; Allocates [shapeshifting12|Sharpened Claw],"@Amyke 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""5""; 位置: 左 4, 上 3)"
Megalomaniac Diamond,1 divine,Baines2208#5719,Standard,True,82,,Allocates [mana_regeneration40|Ether Flow]; Allocates [spell_suppression24|Warm the Heart],"@poopiepoopoopoop Hi, I would like to buy your Megalomaniac Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 4, top 12)"
 Diamond,1 divine,阿土#7939,Standard,True,82,,Allocates [life_regeneration16__|Thickened Arteries]; Allocates [ignite17|Burnout],"@丶阿土 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""分赃（赵云焦）""; 位置: 左 2, 上 12)"
 Diamond,1 divine,freePalestine#1113,Standard,True,82,,Allocates [flail11|Morning Star]; Allocates [getting_hit10|Retaliation],"@熊哥的小弟弟 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 12, 上 8)"
 Diamond,1 divine,aa1376354#1724,Standard,True,82,,Allocates [one_handed20|Impair]; Allocates [power_charges8|Overflowing Power],"@二零二五年一月六号 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""boss收益""; 位置: 左 12, 上 6)"
Megalomaniac Diamond,1 divine,luffylwt#3703,Standard,True,82,,Allocates [life_flasks12_|Staunching]; Allocates [armour_break37|Cruel Methods],"@LuFFyMM Hi, I would like to buy your Megalomaniac Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 9, top 7)"
Megalomaniac Diamond,1 divine,799590181#2533,Standard,True,82,,Allocates [accuracy28|Near Sighted]; Allocates [flail11|Morning Star],"@蛋疼的无语 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""6""; 位置: 左 19, 上 22)"
Megalomaniac Diamond,1 divine,z249780505#1834,Standard,True,82,,Allocates [mana_regeneration18|Full Recovery]; Allocates [energy_shield_recovery12|Mystic Stance],"@KAIRUI 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""3""; 位置: 左 12, 上 11)"
Megalomaniac Diamond,1 divine,17873222808#3392,Standard,True,82,,Allocates [one_handed10|Versatile Arms]; Allocates [crossbow8_|Power Shots],"@treer 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""卖2""; 位置: 左 9, 上 12)"
Megalomaniac Diamond,1 divine,그면상#0881,Standard,True,82,,Allocates [spells30|Anticipation]; Allocates [accuracy17|Determined Precision],"@얼리스톰 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 과대망상 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~price 1 divine"", 위치: 왼쪽 1, 상단 2)"
Megalomaniac Diamond,1 divine,a383299423#7770,Standard,True,82,,Allocates [sword18|Stance Breaker]; Allocates [fire_penetration23_|Breath of Fire],"@轩轩轩 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""宝贝首饰""; 位置: 左 12, 上 6)"
Megalomaniac Diamond,1 divine,Janus#9867,Standard,True,82,,Allocates [two_handed16|Shockwaves]; Allocates [cold_penetration25|Breath of Ice],"@AJanus 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 11, 上 7)"
Megalomaniac Diamond,1 divine,ZiliTheOne#3031,Standard,True,82,,Allocates [totems15|Ancestral Unity]; Allocates [curses18|Lingering Whispers],
 Diamond,1 divine,IsMoNika#4077,Standard,True,82,,Allocates [stun16|Perfect Opportunity]; Allocates [sentinels11|Holy Protector]; Allocates [life_leech15|Bloodthirsty],"@CelineTon 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~b/o 1 divine""; 位置: 左 17, 上 3)"
Megalomaniac Diamond,1 divine,Hugo12580#2833,Standard,True,82,,Allocates [warcries12|Vocal Empowerment]; Allocates [slow_attacks11|Lasting Trauma],"@黄漫漫 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 4 exalted""; 位置: 左 12, 上 4)"
Megalomaniac Diamond,1 divine,panweixin#2286,Standard,True,82,,Allocates [mace15|Split the Earth]; Allocates [criticals64|Overwhelming Strike],"@潘发富 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""交易""; 位置: 左 1, 上 3)"
Megalomaniac Diamond,1 divine,yhyyhy24#5468,Standard,True,82,,Allocates [flail5|Ball and Chain]; Allocates [energy_shield_and_armour13|Reinforced Barrier],"@XscoreX 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""SOLD1""; 位置: 左 2, 上 2)"
Megalomaniac Diamond,1 divine,yujiu#2188,Standard,True,82,,Allocates [armour_and_evasion13|Backup Plan]; Allocates [lightning31|Sigil of Lightning],"@ZzZzzGEMyJ 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 10, 上 1)"
Megalomaniac Diamond,1 divine,anmian#8646,Standard,True,82,,Allocates [criticals27|Direct Approach]; Allocates [block16|Parrying Motion],"@安眠小夜灯 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 5 exalted""; 位置: 左 8, 上 12)"
Megalomaniac Diamond,1 divine,dididanren4#1154,Standard,True,82,,Allocates [witch_sorceress_notable1|Raw Power]; Allocates [frenzy_charges8|Savagery],"@测试飞雷神 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""集市""; 位置: 左 7, 上 1)"
Megalomaniac Diamond,1 divine,1412930456#5407,Standard,True,82,,Allocates [fire35|Intense Flames]; Allocates [totems8|Carved Earth],"@古灵古灵古灵 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""大法师装备""; 位置: 左 11, 上 4)"
Megalomaniac Diamond,1 divine,18289115490#9103,Standard,True,82,,Allocates [trap13|Clever Construction]; Allocates [projectiles28_|Ricochet],"@syuuf 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""交易2""; 位置: 左 11, 上 8)"
Megalomaniac Diamond,1 divine,qiqi#4177,Standard,True,82,,Allocates [trap18|Destructive Apparatus]; Allocates [spell_criticals14|Critical Overload],"@xqiqi 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 12, 上 2)"
Megalomaniac Diamond,1 divine,a448395069#7383,Standard,True,82,,Allocates [endurance_charges9|Grit]; Allocates [curses5|Impending Doom],"@xxggxx 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""1""; 位置: 左 13, 上 4)"
Megalomaniac Diamond,1 divine,Nexi#1470,Standard,True,82,,Allocates [life_regeneration4_|Mass Rejuvenation]; Allocates [reduced_attack_cost4|Price of Freedom],"@Retia Hi, I would like to buy your Megalomaniac Diamond listed for 1 divine in Standard (stash tab ""~b/o 1 divine""; position: left 23, top 17)"
Megalomaniac Diamond,1 divine,sean0607#2163,Standard,True,82,,Allocates [melee31|Serrated Edges]; Allocates [armour_break36|Irreparable],"@血法師現在應該能玩了吧 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 2, 上 2)"
 Diamond,1 divine,FFeeccd#5797,Standard,True,82,,Allocates [shield28_|Defensive Reflexes]; Allocates [flail5|Ball and Chain],"@老哥你别抢 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""舒服""; 位置: 左 5, 上 8)"
Megalomaniac Diamond,1 divine,국승김기#1767,Standard,True,82,,Allocates [marks11|Break Focus]; Allocates [block18|Shield Expertise],"@오리너부리 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 과대망상 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~price 1 divine"", 위치: 왼쪽 21, 상단 14)"
Megalomaniac Diamond,1 divine,晚秋qaq#8176,Standard,True,82,,Allocates [life_on_kill13|Immortal Infamy]; Allocates [evasion35|Afterimage],"@红旗下的孩子 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 exalted""; 位置: 左 1, 上 6)"
Megalomaniac Diamond,1 divine,asd8581618#2313,Standard,True,82,,Allocates [spells33|Potent Incantation]; Allocates [grenades18|Volatile Grenades],"@LCHHH 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""D价首饰""; 位置: 左 6, 上 3)"
Megalomaniac Diamond,1 divine,1360085604#3138,Standard,True,82,,Allocates [ranged38_|Close Confines]; Allocates [block15|Defender's Resolve],
Megalomaniac Diamond,1 divine,nenadolgo#3805,Standard,True,82,,Allocates [armour_break37|Cruel Methods]; Allocates [deflect10|Flashy Deflection],"@удалитемнемейнскил Hi, I would like to buy your Megalomaniac Diamond listed for 1 divine in Standard (stash tab ""~b/o 1 divine""; position: left 3, top 2)"
Megalomaniac Diamond,1 divine,cyanvash#4709,Standard,True,82,,Allocates [rage5|Ignore Pain]; Allocates [cast_speed37|Erraticism],"@SorWick 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 1, 上 9)"
Megalomaniac Diamond,1 divine,974999969#0656,Standard,True,82,,Allocates [corpses9_|Stigmata]; Allocates [rage6|Battle Trance],"@休白白白 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""交易""; 位置: 左 11, 上 4)"
Megalomaniac Diamond,1 divine,nagnesalvatore99#4666,Standard,True,82,,Allocates [warcries12|Vocal Empowerment]; Allocates [minion_offence16|Dead can Dance],"@OliverSW Hi, I would like to buy your Megalomaniac Diamond listed for 1 divine in Standard (stash tab ""~price 1 divine""; position: left 12, top 12)"
Megalomaniac Diamond,1 divine,晚秋qaq#8176,Standard,True,82,,Allocates [getting_hit14|Thornhide]; Allocates [mana_regeneration28_|Touch the Arcane],"@红旗下的孩子 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 exalted""; 位置: 左 1, 上 4)"
Megalomaniac Diamond,1 divine,429859530#2060,Standard,True,82,,Allocates [spear9|Swift Skewering]; Allocates [projectiles23|Clean Shot],"@caixukunkun 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 3, 上 9)"
Megalomaniac Diamond,1 divine,hermes905#9721,Standard,True,82,,Allocates [ignite5|Immolation]; Allocates [crossbow8_|Power Shots],"@abcdefghizklmn 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""買3""; 位置: 左 10, 上 9)"
Megalomaniac Diamond,1 divine,jesonling#1214,Standard,True,82,,Allocates [melee49|Breaking Blows]; Allocates [flasks24|Cautious Concoctions],"@莉可莉丝 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 5, 上 11)"
Megalomaniac Diamond,1 divine,notaskateboi#1247,Standard,True,82,,Allocates [stun_threshold_if_no_recent_stun9|Briny Carapace]; Allocates [cast_speed36_|Practiced Signs],"@NOTASTATSBOI Hi, I would like to buy your Megalomaniac Diamond listed for 1 divine in Standard (stash tab ""Sale""; position: left 9, top 19)"
Megalomaniac Diamond,1 divine,Seijtzzz#4782,Standard,True,82,,Allocates [dual_wielding4|Cross Strike]; Allocates [attack_speed38|Blinding Flash],"@Seijtzzzzz 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""自定义价格""; 位置: 左 8, 上 12)"
 Diamond,1 divine,mine_king#4423,Standard,True,82,,Allocates [stun_threshold9|Resolution]; Allocates [attacks_and_spells20|Equilibrium],"@뉴비는폐사가마렵다 안녕하세요, 1 divine(으)로 올려놓은 Standard 리그의 과대망상 다이아몬드(을)를 구매하고 싶습니다 (보관함 탭 ""~price 1 divine"", 위치: 왼쪽 4, 상단 2)"
Megalomaniac Diamond,1 divine,kuangyuwsk#8762,Standard,True,82,,Allocates [stun14|Titanic]; Allocates [shock5|Branching Bolts],"@Bayuejiumeizi 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""9""; 位置: 左 5, 上 12)"
Megalomaniac Diamond,1 divine,974999969#0656,Standard,True,82,,Allocates [evasion38_|Leather Bound Gauntlets]; Allocates [marks11|Break Focus],"@休白白白 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""交易""; 位置: 左 12, 上 2)"
Megalomaniac Diamond,1 divine,q332491816#4608,Standard,True,82,,Allocates [duration5|Protraction]; Allocates [duration11|Forthcoming],"@xiaoyeyou 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""8""; 位置: 左 3, 上 12)"
Megalomaniac Diamond,1 divine,799590181#2533,Standard,True,82,,Allocates [daze_2|Stupefy]; Allocates [criticals49|Cooked],"@蛋疼的无语 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""6""; 位置: 左 19, 上 24)"
Megalomaniac Diamond,1 divine,429859530#2060,Standard,True,82,,Allocates [spell_criticals11_|Sudden Escalation]; Allocates [attack_speed31|Stimulants],"@caixukunkun 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 3, 上 4)"
Megalomaniac Diamond,1 divine,qq353967962#0508,Standard,True,82,,Allocates [curses10|Master of Hexes]; Allocates [accuracy35|Pinpoint Shot],"@沉迷电球无法自拔 你好，我想購買 妄想症 鑽石 標價 1 divine 在 Standard (倉庫頁 ""~price 1 divine""; 位置: 左 1, 上 18)"
Megalomaniac Diamond,1 divine,SzXZerA#6195,Standard,True,82,,Allocates [armour36|Impenetrable Shell]; Allocates [life_leech17|Savoured Blood],"@SzXStatS Hi, I would like to buy your Megalomaniac Diamond listed for 1 divine in Standard (stash tab ""Shop""; position: left 22, top 1)"
